Work_Order_ID,Job_Number,Train_ID,Work_Type,Description,Priority,Status,Created_Date,Due_Date,Estimated_Hours,Actual_Hours,Assigned_Technician,Department,Cost_Estimate,Parts_Cost,Urgency_Score,Completion_Rate,Notes
WO-B118FC27,JOB-20240503-2043,CR121,CM-Electronics,CM Electronics for CR121,Low,On_Hold,2024-05-03,2024-05-17,3,,Tech_11,Electronics,225,2925,50,20.67339370602757,Generated on 2024-05-03 - CM-Electronics maintenance
WO-8270973C,JOB-20240503-8665,CR123,CM-Electronics,CM Electronics for CR123,Low,Cancelled,2024-05-03,2024-05-19,3,,Tech_2,Electronics,570,3569,50,0.0,Generated on 2024-05-03 - CM-Electronics maintenance
WO-A418EA82,JOB-20240504-5081,CR102,PM-Doors,PM Doors for CR102,Low,Closed,2024-05-04,2024-06-18,2,1.7,Tech_27,Mechanical,176,100,50,100.0,Generated on 2024-05-04 - PM-Doors maintenance
WO-01A62097,JOB-20240504-8083,CR123,CM-Electronics,CM Electronics for CR123,Medium,Closed,2024-05-04,2024-05-24,8,7.4,Tech_24,Electronics,1504,1629,70,100.0,Generated on 2024-05-04 - CM-Electronics maintenance
WO-8747D2E7,JOB-20240505-3933,CR112,PM-Traction,PM Traction for CR112,Low,Cancelled,2024-05-05,2024-06-01,9,,Tech_18,Electrical,1125,366,50,0.0,Generated on 2024-05-05 - PM-Traction maintenance
WO-D505DBC9,JOB-20240506-9267,CR103,PM-Doors,PM Doors for CR103,Low,Cancelled,2024-05-06,2024-06-02,4,,Tech_26,Mechanical,672,907,50,0.0,Generated on 2024-05-06 - PM-Doors maintenance
WO-347E83F6,JOB-20240506-7460,CR109,Inspection-B,Inspection B for CR109,High,Closed,2024-05-06,2024-05-10,20,19.2,Tech_19,Maintenance,2800,729,90,100.0,Generated on 2024-05-06 - Inspection-B maintenance
WO-8F853248,JOB-20240506-3000,CR108,PM-HVAC,PM HVAC for CR108,High,Closed,2024-05-06,2024-05-09,10,8.4,Tech_15,Electrical,1680,337,90,100.0,Generated on 2024-05-06 - PM-HVAC maintenance
WO-052650AE,JOB-20240506-9705,CR104,PM-Traction,PM Traction for CR104,High,Closed,2024-05-06,2024-05-13,20,23.6,Tech_20,Electrical,3720,383,90,100.0,Generated on 2024-05-06 - PM-Traction maintenance
WO-ED33D321,JOB-20240507-7149,CR106,Compliance-Check,Compliance Check for CR106,Low,On_Hold,2024-05-07,2024-06-05,4,,Tech_10,Quality_Assurance,484,844,50,29.46150277667321,Generated on 2024-05-07 - Compliance-Check maintenance
WO-6EA23B0E,JOB-20240507-8828,CR106,PM-Doors,PM Doors for CR106,Low,Cancelled,2024-05-07,2024-05-26,4,,Tech_12,Mechanical,328,808,50,0.0,Generated on 2024-05-07 - PM-Doors maintenance
WO-7CF724A2,JOB-20240508-5879,CR101,PM-Bogie,Scheduled bogie maintenance for CR101,Low,On_Hold,2024-05-08,2024-06-04,8,,Tech_26,Mechanical,1448,972,50,12.446951279210332,Generated on 2024-05-08 - PM-Bogie maintenance
WO-13409117,JOB-20240508-1987,CR123,Inspection-C,Inspection C for CR123,Low,Cancelled,2024-05-08,2024-06-18,19,,Tech_24,Maintenance,3420,356,50,0.0,Generated on 2024-05-08 - Inspection-C maintenance
WO-1BEAC39F,JOB-20240509-7736,CR107,PM-Brake,Brake pad inspection and replacement - CR107,Low,Closed,2024-05-09,2024-06-03,4,4.2,Tech_15,Mechanical,424,717,50,100.0,Generated on 2024-05-09 - PM-Brake maintenance
WO-A6D8C2A5,JOB-20240509-8892,CR108,CM-Electrical,Power supply issue resolution - CR108,High,Closed,2024-05-09,2024-05-13,8,10.1,Tech_17,Electrical,1456,1002,90,100.0,Generated on 2024-05-09 - CM-Electrical maintenance
WO-AD2374DF,JOB-20240510-9116,CR115,Compliance-Check,Compliance Check for CR115,Low,On_Hold,2024-05-10,2024-06-08,4,,Tech_27,Quality_Assurance,456,112,50,23.658340708513627,Generated on 2024-05-10 - Compliance-Check maintenance
WO-0D567931,JOB-20240510-9019,CR109,Seasonal-Maintenance,Seasonal Maintenance for CR109,Low,On_Hold,2024-05-10,2024-06-17,31,,Tech_29,Maintenance,2449,783,50,21.273186165844507,Generated on 2024-05-10 - Seasonal-Maintenance maintenance
WO-5AA7D5FD,JOB-20240510-4046,CR116,Inspection-A,Inspection A for CR116,Low,Closed,2024-05-10,2024-05-29,5,5.7,Tech_28,Maintenance,615,253,50,100.0,Generated on 2024-05-10 - Inspection-A maintenance
WO-CD7320C4,JOB-20240510-5996,CR106,Emergency-Repair,Urgent maintenance intervention - CR106,Medium,Closed,2024-05-10,2024-05-27,22,18.8,Tech_25,Emergency_Response,1782,869,70,100.0,Generated on 2024-05-10 - Emergency-Repair maintenance
WO-DD8DF792,JOB-20240511-9979,CR101,CM-Software,CM Software for CR101,Medium,On_Hold,2024-05-11,2024-05-18,5,,Tech_6,IT,515,4384,70,20.576534878666916,Generated on 2024-05-11 - CM-Software maintenance
WO-E43EE480,JOB-20240512-7244,CR118,Emergency-Repair,Emergency repair required - CR118,Critical,Closed,2024-05-12,2024-05-14,22,24.2,Tech_9,Emergency_Response,4378,606,100,100.0,Generated on 2024-05-12 - Emergency-Repair maintenance
WO-33E5D40E,JOB-20240512-7109,CR106,PM-Bogie,Scheduled bogie maintenance for CR106,Low,On_Hold,2024-05-12,2024-06-19,8,,Tech_18,Mechanical,656,699,50,27.0628141555216,Generated on 2024-05-12 - PM-Bogie maintenance
WO-B027749E,JOB-20240512-1708,CR110,Inspection-C,Inspection C for CR110,Medium,Closed,2024-05-12,2024-05-22,26,26.9,Tech_17,Maintenance,4940,808,70,100.0,Generated on 2024-05-12 - Inspection-C maintenance
WO-38927BF5,JOB-20240513-7419,CR118,CM-Software,CM Software for CR118,Low,Closed,2024-05-13,2024-06-06,6,5.3,Tech_3,IT,894,3090,50,100.0,Generated on 2024-05-13 - CM-Software maintenance
WO-F2A4E632,JOB-20240513-9310,CR101,Seasonal-Maintenance,Seasonal Maintenance for CR101,Medium,Closed,2024-05-13,2024-05-31,38,40.0,Tech_26,Maintenance,6726,758,70,100.0,Generated on 2024-05-13 - Seasonal-Maintenance maintenance
WO-DC323CF3,JOB-20240513-3538,CR102,Compliance-Check,Compliance Check for CR102,Medium,Closed,2024-05-13,2024-05-23,3,3.8,Tech_17,Quality_Assurance,597,947,70,100.0,Generated on 2024-05-13 - Compliance-Check maintenance
WO-0A00F621,JOB-20240513-8698,CR116,Inspection-C,Inspection C for CR116,Medium,On_Hold,2024-05-13,2024-05-20,20,,Tech_4,Maintenance,3420,635,70,14.756169420032247,Generated on 2024-05-13 - Inspection-C maintenance
WO-7FE8815E,JOB-20240514-7070,CR121,Compliance-Check,Compliance Check for CR121,High,Closed,2024-05-14,2024-05-19,4,5.0,Tech_15,Quality_Assurance,716,465,90,100.0,Generated on 2024-05-14 - Compliance-Check maintenance
WO-B96E69BE,JOB-20240514-3980,CR102,Seasonal-Maintenance,Seasonal Maintenance for CR102,High,Closed,2024-05-14,2024-05-20,38,45.6,Tech_15,Maintenance,6612,405,90,100.0,Generated on 2024-05-14 - Seasonal-Maintenance maintenance
WO-2E388777,JOB-20240514-6105,CR113,Inspection-B,Inspection B for CR113,High,Closed,2024-05-14,2024-05-18,19,16.4,Tech_5,Maintenance,1691,199,90,100.0,Generated on 2024-05-14 - Inspection-B maintenance
WO-0E482370,JOB-20240514-9277,CR103,CM-Software,CM Software for CR103,Medium,On_Hold,2024-05-14,2024-06-01,4,,Tech_23,IT,364,4530,70,22.889804013992013,Generated on 2024-05-14 - CM-Software maintenance
WO-63546C46,JOB-20240515-4251,CR117,Inspection-B,Inspection B for CR117,Low,Closed,2024-05-15,2024-06-27,15,13.5,Tech_30,Maintenance,2985,535,50,100.0,Generated on 2024-05-15 - Inspection-B maintenance
WO-51CFCEE3,JOB-20240516-8964,CR123,Inspection-C,Inspection C for CR123,Low,Cancelled,2024-05-16,2024-06-06,18,,Tech_8,Maintenance,3258,515,50,0.0,Generated on 2024-05-16 - Inspection-C maintenance
WO-41E31C6A,JOB-20240516-9438,CR117,Seasonal-Maintenance,Seasonal Maintenance for CR117,Medium,On_Hold,2024-05-16,2024-06-04,25,,Tech_19,Maintenance,4325,233,70,13.213588781697037,Generated on 2024-05-16 - Seasonal-Maintenance maintenance
WO-9AB7E524,JOB-20240516-7934,CR119,PM-HVAC,PM HVAC for CR119,Low,Closed,2024-05-16,2024-06-19,5,6.2,Tech_4,Electrical,660,242,50,100.0,Generated on 2024-05-16 - PM-HVAC maintenance
WO-EE7ADDBA,JOB-20240516-7585,CR107,Compliance-Check,Compliance Check for CR107,Critical,Closed,2024-05-16,2024-05-18,6,5.6,Tech_17,Quality_Assurance,522,293,100,100.0,Generated on 2024-05-16 - Compliance-Check maintenance
WO-3FF734A8,JOB-20240517-5851,CR103,PM-Bogie,Bogie bearing inspection and lubrication - CR103,High,Closed,2024-05-17,2024-05-23,12,9.7,Tech_20,Mechanical,2232,944,90,100.0,Generated on 2024-05-17 - PM-Bogie maintenance
WO-B62156A1,JOB-20240517-8601,CR101,PM-HVAC,PM HVAC for CR101,Low,On_Hold,2024-05-17,2024-06-15,5,,Tech_20,Electrical,930,386,50,21.537142994258716,Generated on 2024-05-17 - PM-HVAC maintenance
WO-B663BF44,JOB-20240517-2077,CR121,CM-Software,CM Software for CR121,Low,Closed,2024-05-17,2024-06-14,1,1.1,Tech_9,IT,193,1178,50,100.0,Generated on 2024-05-17 - CM-Software maintenance
WO-067CCFE1,JOB-20240518-7958,CR123,Compliance-Check,Compliance Check for CR123,High,Closed,2024-05-18,2024-05-24,3,2.6,Tech_4,Quality_Assurance,513,331,90,100.0,Generated on 2024-05-18 - Compliance-Check maintenance
WO-AA05D043,JOB-20240518-8212,CR113,Inspection-B,Inspection B for CR113,Low,On_Hold,2024-05-18,2024-06-03,12,,Tech_14,Maintenance,1164,720,50,29.213864123644854,Generated on 2024-05-18 - Inspection-B maintenance
WO-73E9F51E,JOB-20240519-4633,CR116,Inspection-B,Inspection B for CR116,Medium,On_Hold,2024-05-19,2024-05-29,18,,Tech_25,Maintenance,2268,136,70,12.884836536355957,Generated on 2024-05-19 - Inspection-B maintenance
WO-2488703F,JOB-20240520-8131,CR119,PM-HVAC,PM HVAC for CR119,Low,On_Hold,2024-05-20,2024-06-22,7,,Tech_11,Electrical,1162,891,50,12.123311967532434,Generated on 2024-05-20 - PM-HVAC maintenance
WO-133D40D1,JOB-20240521-7796,CR102,PM-Brake,Brake pad inspection and replacement - CR102,Medium,On_Hold,2024-05-21,2024-05-31,7,,Tech_15,Mechanical,1365,944,70,17.836149672509727,Generated on 2024-05-21 - PM-Brake maintenance
WO-F9A4DD39,JOB-20240521-8979,CR113,Inspection-C,Inspection C for CR113,Medium,On_Hold,2024-05-21,2024-06-02,24,,Tech_19,Maintenance,4080,111,70,28.260945190102348,Generated on 2024-05-21 - Inspection-C maintenance
WO-0A50B613,JOB-20240521-5114,CR118,CM-Mechanical,CM Mechanical for CR118,High,Closed,2024-05-21,2024-05-27,12,11.1,Tech_23,Mechanical,2316,1852,90,100.0,Generated on 2024-05-21 - CM-Mechanical maintenance
WO-ECD6159B,JOB-20240522-9792,CR120,CM-Electronics,CM Electronics for CR120,Medium,On_Hold,2024-05-22,2024-06-03,8,,Tech_28,Electronics,848,3473,70,24.569397640062583,Generated on 2024-05-22 - CM-Electronics maintenance
WO-61021383,JOB-20240522-9715,CR118,Seasonal-Maintenance,Seasonal Maintenance for CR118,Medium,On_Hold,2024-05-22,2024-06-11,19,,Tech_28,Maintenance,2926,742,70,11.915128558386085,Generated on 2024-05-22 - Seasonal-Maintenance maintenance
WO-50EF7551,JOB-20240522-7128,CR117,CM-Electrical,Power supply issue resolution - CR117,Low,Cancelled,2024-05-22,2024-06-19,15,,Tech_6,Electrical,2175,4820,50,0.0,Generated on 2024-05-22 - CM-Electrical maintenance
WO-6EDAFA4E,JOB-20240522-8814,CR104,PM-Doors,PM Doors for CR104,Low,On_Hold,2024-05-22,2024-06-28,2,,Tech_2,Mechanical,268,987,50,14.058152618940017,Generated on 2024-05-22 - PM-Doors maintenance
WO-CB18EA10,JOB-20240523-3617,CR116,Inspection-C,Inspection C for CR116,Medium,On_Hold,2024-05-23,2024-06-04,20,,Tech_1,Maintenance,3300,822,70,27.94072408657034,Generated on 2024-05-23 - Inspection-C maintenance
WO-B25B034D,JOB-20240523-5038,CR103,Seasonal-Maintenance,Seasonal Maintenance for CR103,Medium,Closed,2024-05-23,2024-06-13,32,36.1,Tech_2,Maintenance,3616,818,70,100.0,Generated on 2024-05-23 - Seasonal-Maintenance maintenance
WO-9FB1F228,JOB-20240523-9049,CR108,Compliance-Check,Compliance Check for CR108,Medium,On_Hold,2024-05-23,2024-06-06,4,,Tech_17,Quality_Assurance,540,131,70,29.298322392757864,Generated on 2024-05-23 - Compliance-Check maintenance
WO-87D9C686,JOB-20240524-2287,CR116,Inspection-A,Inspection A for CR116,Low,Cancelled,2024-05-24,2024-06-08,5,,Tech_10,Maintenance,900,527,50,0.0,Generated on 2024-05-24 - Inspection-A maintenance
WO-132D819A,JOB-20240524-8902,CR111,Compliance-Check,Compliance Check for CR111,High,Closed,2024-05-24,2024-05-28,5,5.0,Tech_13,Quality_Assurance,870,372,90,100.0,Generated on 2024-05-24 - Compliance-Check maintenance
WO-E449FDAD,JOB-20240524-1868,CR119,PM-Brake,Brake pad inspection and replacement - CR119,High,Closed,2024-05-24,2024-05-27,5,5.1,Tech_11,Mechanical,755,600,90,100.0,Generated on 2024-05-24 - PM-Brake maintenance
WO-7AF6291A,JOB-20240525-9919,CR122,PM-HVAC,PM HVAC for CR122,Low,On_Hold,2024-05-25,2024-07-02,7,,Tech_8,Electrical,1148,947,50,10.427205462344586,Generated on 2024-05-25 - PM-HVAC maintenance
WO-ECF6998F,JOB-20240525-4129,CR121,CM-Electronics,CM Electronics for CR121,Medium,Closed,2024-05-25,2024-06-13,9,10.8,Tech_5,Electronics,1458,1149,70,100.0,Generated on 2024-05-25 - CM-Electronics maintenance
WO-A0D00F01,JOB-20240525-3685,CR119,Inspection-B,Inspection B for CR119,Low,Closed,2024-05-25,2024-06-09,13,12.9,Tech_3,Maintenance,1690,405,50,100.0,Generated on 2024-05-25 - Inspection-B maintenance
WO-8E9467B3,JOB-20240526-8559,CR105,PM-Bogie,Scheduled bogie maintenance for CR105,Low,On_Hold,2024-05-26,2024-06-23,8,,Tech_27,Mechanical,1160,113,50,11.912415168886097,Generated on 2024-05-26 - PM-Bogie maintenance
WO-0FEBA34D,JOB-20240526-5052,CR115,CM-Electrical,Power supply issue resolution - CR115,Medium,On_Hold,2024-05-26,2024-06-06,12,,Tech_22,Electrical,1344,2082,70,16.823425603670135,Generated on 2024-05-26 - CM-Electrical maintenance
WO-016FD6FC,JOB-20240527-8059,CR119,Inspection-C,Inspection C for CR119,Medium,Closed,2024-05-27,2024-06-11,31,31.2,Tech_10,Maintenance,4619,602,70,100.0,Generated on 2024-05-27 - Inspection-C maintenance
WO-C7AE4550,JOB-20240528-1142,CR111,CM-Electronics,CM Electronics for CR111,High,Closed,2024-05-28,2024-06-03,6,4.9,Tech_15,Electronics,852,2261,90,100.0,Generated on 2024-05-28 - CM-Electronics maintenance
WO-903979FF,JOB-20240528-6709,CR118,PM-Brake,Brake system preventive maintenance - CR118,High,Closed,2024-05-28,2024-06-01,8,7.6,Tech_22,Mechanical,1448,137,90,100.0,Generated on 2024-05-28 - PM-Brake maintenance
WO-6514AA43,JOB-20240528-3201,CR108,CM-Mechanical,CM Mechanical for CR108,Medium,Closed,2024-05-28,2024-06-08,12,12.9,Tech_26,Mechanical,2124,3606,70,100.0,Generated on 2024-05-28 - CM-Mechanical maintenance
WO-ADFF0CED,JOB-20240528-5142,CR109,CM-Electrical,Power supply issue resolution - CR109,Low,Cancelled,2024-05-28,2024-06-12,2,,Tech_28,Electrical,322,2561,50,0.0,Generated on 2024-05-28 - CM-Electrical maintenance
WO-1AD8C934,JOB-20240529-7776,CR122,Inspection-A,Inspection A for CR122,High,Closed,2024-05-29,2024-06-05,9,8.3,Tech_4,Maintenance,747,859,90,100.0,Generated on 2024-05-29 - Inspection-A maintenance
WO-C66B1A29,JOB-20240529-6401,CR119,Inspection-A,Inspection A for CR119,Low,Closed,2024-05-29,2024-06-22,6,6.6,Tech_19,Maintenance,1164,967,50,100.0,Generated on 2024-05-29 - Inspection-A maintenance
WO-8525F7FD,JOB-20240530-2782,CR112,Inspection-B,Inspection B for CR112,Low,Closed,2024-05-30,2024-06-23,11,14.1,Tech_27,Maintenance,1958,559,50,100.0,Generated on 2024-05-30 - Inspection-B maintenance
WO-EC988758,JOB-20240530-2525,CR113,CM-Mechanical,CM Mechanical for CR113,Low,Cancelled,2024-05-30,2024-07-05,11,,Tech_30,Mechanical,1067,2423,50,0.0,Generated on 2024-05-30 - CM-Mechanical maintenance
WO-0C8C2DD3,JOB-20240531-4680,CR123,Emergency-Repair,Urgent maintenance intervention - CR123,Low,Cancelled,2024-05-31,2024-06-15,12,,Tech_26,Emergency_Response,1356,438,50,0.0,Generated on 2024-05-31 - Emergency-Repair maintenance
WO-35307006,JOB-20240531-8883,CR113,PM-HVAC,PM HVAC for CR113,Low,Closed,2024-05-31,2024-07-02,4,5.0,Tech_27,Electrical,400,422,50,100.0,Generated on 2024-05-31 - PM-HVAC maintenance
WO-60BDAE77,JOB-20240531-5778,CR121,Seasonal-Maintenance,Seasonal Maintenance for CR121,Low,Cancelled,2024-05-31,2024-06-25,22,,Tech_12,Maintenance,3102,244,50,0.0,Generated on 2024-05-31 - Seasonal-Maintenance maintenance
WO-1AE9465E,JOB-20240531-9922,CR116,PM-Brake,Brake system preventive maintenance - CR116,Low,Cancelled,2024-05-31,2024-07-11,4,,Tech_10,Mechanical,656,757,50,0.0,Generated on 2024-05-31 - PM-Brake maintenance
WO-B6D52238,JOB-20240601-4795,CR114,Inspection-B,Inspection B for CR114,Medium,Closed,2024-06-01,2024-06-19,18,15.8,Tech_15,Maintenance,1998,740,70,100.0,Generated on 2024-06-01 - Inspection-B maintenance
WO-569FBBE0,JOB-20240601-6540,CR121,PM-Bogie,Scheduled bogie maintenance for CR121,Low,Closed,2024-06-01,2024-06-27,8,7.0,Tech_15,Mechanical,1000,486,50,100.0,Generated on 2024-06-01 - PM-Bogie maintenance
WO-FC79C915,JOB-20240602-4353,CR107,CM-Mechanical,CM Mechanical for CR107,Medium,On_Hold,2024-06-02,2024-06-21,7,,Tech_14,Mechanical,945,3386,70,12.169556157715999,Generated on 2024-06-02 - CM-Mechanical maintenance
WO-ECC60890,JOB-20240603-6341,CR110,Inspection-A,Inspection A for CR110,Low,Cancelled,2024-06-03,2024-07-03,5,,Tech_16,Maintenance,970,268,50,0.0,Generated on 2024-06-03 - Inspection-A maintenance
WO-B3C18D92,JOB-20240603-6432,CR111,PM-HVAC,PM HVAC for CR111,Low,On_Hold,2024-06-03,2024-06-26,8,,Tech_16,Electrical,1560,794,50,25.66055769934374,Generated on 2024-06-03 - PM-HVAC maintenance
WO-1DEB9595,JOB-20240603-3953,CR106,Compliance-Check,Compliance Check for CR106,Medium,Closed,2024-06-03,2024-06-21,2,2.5,Tech_17,Quality_Assurance,262,584,70,100.0,Generated on 2024-06-03 - Compliance-Check maintenance
WO-C0C9708F,JOB-20240603-4565,CR121,CM-Electrical,Electrical system corrective maintenance - CR121,High,Closed,2024-06-03,2024-06-09,22,19.4,Tech_5,Electrical,3784,2309,90,100.0,Generated on 2024-06-03 - CM-Electrical maintenance
WO-F351A245,JOB-20240603-5063,CR120,CM-Software,CM Software for CR120,Medium,On_Hold,2024-06-03,2024-06-24,7,,Tech_15,IT,833,2379,70,14.593936944384966,Generated on 2024-06-03 - CM-Software maintenance
WO-C3DC5A2A,JOB-20240603-5908,CR118,PM-HVAC,PM HVAC for CR118,Medium,Closed,2024-06-03,2024-06-17,6,6.4,Tech_25,Electrical,1110,849,70,100.0,Generated on 2024-06-03 - PM-HVAC maintenance
WO-EBF94DFD,JOB-20240604-9174,CR121,PM-Bogie,Bogie bearing inspection and lubrication - CR121,Medium,Closed,2024-06-04,2024-06-13,14,17.8,Tech_11,Mechanical,2086,445,70,100.0,Generated on 2024-06-04 - PM-Bogie maintenance
WO-A6F69BB7,JOB-20240604-5097,CR104,PM-Traction,PM Traction for CR104,High,Closed,2024-06-04,2024-06-10,20,18.9,Tech_21,Electrical,3560,315,90,100.0,Generated on 2024-06-04 - PM-Traction maintenance
WO-87DD739D,JOB-20240604-9383,CR108,CM-Mechanical,CM Mechanical for CR108,Low,Cancelled,2024-06-04,2024-06-21,12,,Tech_26,Mechanical,1152,2630,50,0.0,Generated on 2024-06-04 - CM-Mechanical maintenance
WO-28393B4F,JOB-20240605-6014,CR119,Compliance-Check,Compliance Check for CR119,Medium,Closed,2024-06-05,2024-06-17,2,1.7,Tech_11,Quality_Assurance,174,805,70,100.0,Generated on 2024-06-05 - Compliance-Check maintenance
WO-3BA14995,JOB-20240605-9917,CR114,Seasonal-Maintenance,Seasonal Maintenance for CR114,Low,On_Hold,2024-06-05,2024-07-12,26,,Tech_28,Maintenance,5148,507,50,21.66381962245662,Generated on 2024-06-05 - Seasonal-Maintenance maintenance
WO-55F1902E,JOB-20240605-3986,CR120,PM-Brake,Brake pad inspection and replacement - CR120,High,Closed,2024-06-05,2024-06-08,4,4.8,Tech_30,Mechanical,720,475,90,100.0,Generated on 2024-06-05 - PM-Brake maintenance
WO-46A42B9E,JOB-20240605-1047,CR113,CM-Software,CM Software for CR113,High,Closed,2024-06-05,2024-06-08,7,6.8,Tech_30,IT,560,3555,90,100.0,Generated on 2024-06-05 - CM-Software maintenance
WO-75C7BBFC,JOB-20240605-1574,CR113,Emergency-Repair,Urgent maintenance intervention - CR113,High,Closed,2024-06-05,2024-06-12,38,41.5,Tech_12,Emergency_Response,2964,186,90,100.0,Generated on 2024-06-05 - Emergency-Repair maintenance
WO-E2F578B4,JOB-20240605-6484,CR119,CM-Software,CM Software for CR119,Medium,Closed,2024-06-05,2024-06-16,2,1.9,Tech_30,IT,236,1133,70,100.0,Generated on 2024-06-05 - CM-Software maintenance
WO-5B990BD9,JOB-20240606-1457,CR124,Emergency-Repair,Emergency repair required - CR124,Low,Closed,2024-06-06,2024-07-11,32,28.2,Tech_17,Emergency_Response,4096,870,50,100.0,Generated on 2024-06-06 - Emergency-Repair maintenance
WO-296AB016,JOB-20240606-2740,CR104,PM-Doors,PM Doors for CR104,High,Closed,2024-06-06,2024-06-11,5,5.2,Tech_5,Mechanical,435,786,90,100.0,Generated on 2024-06-06 - PM-Doors maintenance
WO-57B54732,JOB-20240606-6154,CR115,CM-Mechanical,CM Mechanical for CR115,Medium,On_Hold,2024-06-06,2024-06-13,13,,Tech_6,Mechanical,2106,3741,70,17.3547007565481,Generated on 2024-06-06 - CM-Mechanical maintenance
WO-8F666A84,JOB-20240606-3882,CR104,Inspection-A,Inspection A for CR104,Medium,Closed,2024-06-06,2024-06-14,7,8.1,Tech_1,Maintenance,1197,415,70,100.0,Generated on 2024-06-06 - Inspection-A maintenance
WO-99EE6201,JOB-20240606-8186,CR108,CM-Mechanical,CM Mechanical for CR108,Medium,On_Hold,2024-06-06,2024-06-26,9,,Tech_30,Mechanical,1575,2815,70,29.998371545452077,Generated on 2024-06-06 - CM-Mechanical maintenance
WO-84E917FD,JOB-20240606-1640,CR123,Emergency-Repair,Urgent maintenance intervention - CR123,Low,Cancelled,2024-06-06,2024-07-20,17,,Tech_1,Emergency_Response,2618,874,50,0.0,Generated on 2024-06-06 - Emergency-Repair maintenance
WO-55ED4772,JOB-20240606-4711,CR123,CM-Software,CM Software for CR123,Medium,On_Hold,2024-06-06,2024-06-21,4,,Tech_12,IT,720,3982,70,27.364867016970422,Generated on 2024-06-06 - CM-Software maintenance
WO-75E9A477,JOB-20240607-4490,CR104,Inspection-B,Inspection B for CR104,Low,Closed,2024-06-07,2024-06-27,14,18.0,Tech_26,Maintenance,2058,434,50,100.0,Generated on 2024-06-07 - Inspection-B maintenance
WO-BF21D883,JOB-20240607-9447,CR109,Inspection-A,Inspection A for CR109,High,Closed,2024-06-07,2024-06-12,10,10.5,Tech_11,Maintenance,1260,213,90,100.0,Generated on 2024-06-07 - Inspection-A maintenance
